Expense_id,Transaction, Amount ,Category,Sub-Category,Payment_Method,Description
394,2019-12-15,47.09,Food,Dine out,Credit Card,RAMEN TATSU YA 8557 RESEARCH BLVD STE 126 SUITE 126 AUSTIN 78758 TX USA
395,2019-12-15,32.46,Bills,TV Subscription,Credit Card,AMAZON DIGITAL           SEATTLE      WA The Walking Dead - Season 10
396,2019-12-16,22.72,Shopping,Gifts,Credit Card,AMAZON MARKETPLACE       SEATTLE      WA Toddlers 3D Wooden Jigsaw Puzz SHIPPING AND TAX
397,2019-12-16,100.00,Loan,Educational,Cash,PAYMENT VENMO 2858941848 INTERNE T PAYMENT
398,2019-12-16,83.97,Shopping,Personal,Credit Card,AMAZON MARKETPLACE       SEATTLE      WA Philosophy When Hope is Not En SHIPPING AND TAX
399,2019-12-17,4.50,Food,Dine out,Credit Card,"APPLE CAFFE APLCM 5505 W PARMER LN, BLDG 5 AUSTIN 78727 TX USA"
400,2019-12-17,57.64,Bills,Cable Internet,Cash,Payment ATT PAYW  AC H DEBIT
401,2019-12-18,35.00,Automobile,Gas,Cash,7-ELEVEN 36610 2616 WEST BRAKER AUSTIN 78758 TX USA
402,2019-12-18,134.42,Food,Delivery,Cash,SNAPKITCHEN.COM 12-17 HTTPSSNAPK ITC TX xxxx DEBIT CARD RECURRING PYMT
403,2019-12-19,4.50,Food,Dine out,Credit Card,"APPLE CAFFE APLCM 5505 W PARMER LN, BLDG 5 AUSTIN 78727 TX USA"
404,2019-12-19,0.99,Bills,Apple Services,Credit Card,APPLE.COM/BILL ONE APPLE PARK WAY 866-712-7753 95014 CA USA
405,2019-12-20,24.09,Food,Dine out,Credit Card,SALVATION PIZZA 11501 ROCK ROSE AVE STE 146 AUSTIN 78758 TX USA
406,2019-12-20,0.75,Food,Snacks,Credit Card,USA*CANTEEN VENDING 3410 STEEN STREET SAN ANTONIO 78210 TX USA
407,2019-12-20,172.12,Shopping,Electronic,Credit Card,APPLE STORE #R216 11410 CENTURY OAKS TERRACE AUSTIN 78758 TX USA
408,2019-12-20,10.00,Healthcare,Copay,Cash,Shrink 12-19 AUSTIN T X xxxx DEBIT CARD PURCHASE
409,2019-12-21,29.99,Bills,Apple Services,Credit Card,APPLE.COM/BILL ONE APPLE PARK WAY 866-712-7753 95014 CA USA
410,2019-12-21,10.81,Bills,Apple Services,Credit Card,APPLE.COM/BILL ONE APPLE PARK WAY 866-712-7753 95014 CA USA
411,2019-12-22,36.74,Food,Dine out,Credit Card,STARBUCKS EAST POST SE3600 PRESIDENTIAL BLVD AUST AUSTIN 78719 TX USA
412,2019-12-22,37.89,Shopping,Gifts,Credit Card,AMAZON MARKETPLACE       SEATTLE      WA Men's Web Belt GRIP6 40in Gun SHIPPING AND TAX
413,2019-12-22,25.96,Shopping,Gifts,Credit Card,AMAZON MARKETPLACE       SEATTLE      WA Store Indya Country Style Wood SHIPPING AND TAX
414,2019-12-23,16.21,Shopping,D残or,Credit Card,HOMEGOODS #0701 351 LOUCKS RD YORK 17404 PA USA
415,2019-12-23,42.39,Food,Alcohol,Credit Card,"WINE AND SPIRITS 6709 351 LOUCKS RD, STE F2 YORK 17404 PA USA"
416,2019-12-23,3.00,Bank Charges,ATM Fee,Cash,12-20-19 AUSTIN TX xxxx NEW YORK STYLE BARBERSHOP DEBIT CARD NON-BBT ATM FEE
417,2019-12-23,24.67,Automobile,Gas,Cash,7-ELEVEN 36589 12-20-19 AUSTIN T X xxxx DEBIT CARD PURCHASE-PIN
418,2019-12-23,63.00,Food,Dine out,Cash,NEW YORK STYLE BARBERSHOP 12-20- 19 AUSTIN TX xxxx ATM NETWORK CASH WITHDRAWAL
419,2019-12-23,85.02,Food,Grocery,Cash,FIESTA MART #25 12-22-19 AUSTIN TX xxxx DEBIT CARD PURCHASE-PIN
420,2019-12-23,264.19,Food,Grocery,Cash,H-E-B #024 12-22-19 AUSTIN TX 75 44 DEBIT CARD PURCHASE-PIN
421,2019-12-23,69.50,Food,Grocery,Cash,H-E-B #031 12-21-19 AUSTIN TX 75 44 DEBIT CARD PURCHASE-PIN
422,2019-12-23,1.29,Food,Snacks,Cash,CHEVRON/EDDIE SLACK DBA 12-20-19 AUSTIN TX xxxx DEBIT CARD PURCHASE-PIN
423,2019-12-23,3.13,Food,Snacks,Cash,CHEVRON/STAR STOP 77 12-22-19 AU STIN TX xxxx DEBIT CARD PURCHASE-PIN
424,2019-12-23,18.99,Shopping,Toys,Cash,WM SUPERCENTER # 12-20-19 AUSTIN (NW) TX xxxx DEBIT CARD PURCHASE-PIN
425,2019-12-24,32.09,Entertainment,Movies,Cash,QUEENSGATE MOVIES 13 2067 SPRINGWOOD RD YORK 17403 PA USA
426,2019-12-24,232.11,Bills,Electricity,Credit Card,PAYMENT City of Austin T 1071 ACH DEBIT
427,2019-12-26,18.21,Food,Grocery,Credit Card,WEIS MARKETS 071 1800 ROOSEVELT AVE YORK 17404 PA USA
428,2019-12-26,134.42,Food,Delivery,Cash,SNAPKITCHEN.COM 12-24 HTTPSSNAPK ITC TX xxxx DEBIT CARD PURCHASE
429,2019-12-26,70.35,Shopping,Gifts,Credit Card,AMAZON RETAIL            SEATTLE      WA Britax and BOB Infant Car Seat SHIPPING AND TAX
430,2019-12-26,527.07,Shopping,Gifts,Credit Card,AMAZON MARKETPLACE       SEATTLE      WA BOB Gear Revolution Pro Dualli
431,2019-12-27,25.52,Food,Dine out,Credit Card,MOD PIZZA WEST MANCHES370 TOWN CENTER DR YORK 17408 PA USA
432,2019-12-28,8.18,Shopping,Electronic,Credit Card,AMAZON MARKETPLACE       SEATTLE      WA Key Fob Shell Case Fit for Hon SHIPPING AND TAX
433,2019-12-28,54.11,Shopping,Electronic,Credit Card,AMAZON RETAIL            SEATTLE      WA TP-Link AC1200 Gigabit Smart W SHIPPING AND TAX
434,2019-12-29,45.79,Food,Dine out,Credit Card,THE GREENE TURTLE - BW1000 FRIENDSHIP ST GLEN BURNIE 21060 MD USA
435,2019-12-29,29.02,Food,Dine out,Credit Card,CHIPOTLE 2901 890 LOUCKS RD STE TBD YORK 17404 PA USA
436,2019-12-29,16.23,Shopping,Hobby,Credit Card,AMAZON RETAIL            SEATTLE      WA Audubon's Watercolors 2020 Wal SHIPPING AND TAX
437,2019-12-30,46.00,Shopping,Gifts,Credit Card,AMAZON MARKETPLACE       SEATTLE      WA Mario Kart Wii SHIPPING AND TAX
438,2019-12-30,12.68,Food,Grocery,Cash,FIESTA MART #25 12-29-19 AUSTIN TX xxxx DEBIT CARD PURCHASE-PIN
439,2019-12-30,72.64,Food,Grocery,Cash,H-E-B #024 12-28-19 AUSTIN TX 75 44 DEBIT CARD PURCHASE-PIN
440,2019-12-30,29.70,Other,Political donation,Cash,ACTBLUE*Bernie.202 12-29 actblue cc.com MA xxxx DEBIT CARD PURCHASE
441,2019-12-30,6.48,Bills,TV Subscription,Credit Card,AMAZON DIGITAL           SEATTLE      WA PBS Masterpiece
442,2020-01-01,112.78,Food,Dine out,Credit Card,SQ *DIMASSI?S SUGAR LAND SUGAR LAND   TX
443,2020-01-01,20.88,Automobile,Gas,Credit Card,SUNOCO 0548781400        BASTROP      TX
444,2020-01-02,18.50,Automobile,Maintenance,Credit Card,LAMBS TIRE 17 TERA       ROUND ROCK   TX
445,2020-01-02,9.96,Food,Dine out,Credit Card,ROUND ROCK DONUTS        ROUND ROCK   TX
446,2020-01-02,32.20,Food,Grocery,Credit Card,H-E-B #673               ROUND ROCK   TX
447,2020-01-02,14.75,Automobile,Gas,Cash,7-ELEVEN 01-01-20 AUSTIN TX xxxx DEBIT CARD PURCHASE-PIN
448,2020-01-02,19.48,Automobile,Gas,Cash,7-ELEVEN 36609 01-01-20 AUSTIN T X xxxx DEBIT CARD PURCHASE-PIN
449,2020-01-02,134.42,Food,Delivery,Cash,SNAPKITCHEN.COM 12-31 HTTPSSNAPK ITC TX xxxx DEBIT CARD RECURRING PYMT
450,2020-01-02,38.35,Food,Grocery,Cash,H-E-B #031 12-31-19 AUSTIN TX 75 44 DEBIT CARD PURCHASE-PIN
451,2020-01-02,1.07,Food,Snacks,Cash,CHEVRON/EDDIE SLACK DBA 12-31-19 AUSTIN TX xxxx DEBIT CARD PURCHASE-PIN
452,2020-01-03,25.00,Automobile,DL Renewal,Credit Card,TX DPS DL OFFICE         AUSTIN       TX
453,2020-01-03,143.98,Insurance,Car,Credit Card,STATE FARM INSURANCE     800-956-6310 IL
454,2020-01-03,11.58,Insurance,Car,Credit Card,STATE FARM INSURANCE     800-956-6310 IL
455,2020-01-03,342.41,Loan,Car Payment,Credit Card,ROUND ROCK NISSAN        ROUND ROCK   TX
456,2020-01-03,64.06,Automobile,Maintenance,Credit Card,ROUND ROCK NISSAN        ROUND ROCK   TX
457,2020-01-03,11.30,Shopping,Personal,Cash,WALGREENS STORE 11724 RES 01-02- 20 AUSTIN TX xxxx DEBIT CARD PURCHASE-PIN
458,2020-01-03,17.31,Bills,TV Subscription,Cash,NETFLIX.COM 01-02 NETFLIX.COM CA xxxx DEBIT CARD RECURRING PYMT
459,2020-01-03,24.95,Shopping,Personal,Credit Card,AMAZON MARKETPLACE       SEATTLE      WA Kinky Curly Curling Custard Ge
460,2020-01-04,19.69,Healthcare,Medication,Credit Card,WALGREENS #10961         ROUND ROCK   TX
461,2020-01-04,41.10,Food,Dine out,Credit Card,HOPDODDY ROUND ROCK      ROUND ROCK   TX
462,2020-01-04,75.00,Shopping,Gifts,Credit Card,"BALESTRINI, BARNES, JABERMEMPHIS      TN"
463,2020-01-04,92.00,Shopping,Gifts,Credit Card,AMAZON RETAIL            SEATTLE      WA Britax and BOB Infant Car Seat SHIPPING AND TAX
464,2020-01-05,26.06,Food,Grocery,Credit Card,H-E-B #673               ROUND ROCK   TX
465,2020-01-06,19.73,Entertainment,Movies,Credit Card,APL*ITUNES.COM/BILL      800-275-2273 CA
466,2020-01-06,116.76,Automobile,Toll Fee,Cash,RMA TOLL 01-03 833-762-8655 CA 7 544 DEBIT CARD PURCHASE
467,2020-01-06,2.82,Automobile,Toll Fee,Cash,RMA TOLL 01-03 833-762-8655 CA 7 544 DEBIT CARD PURCHASE
468,2020-01-06,43.58,Food,Grocery,Cash,FIESTA MART #25 01-05-20 AUSTIN TX xxxx DEBIT CARD PURCHASE-PIN
469,2020-01-06,39.09,Food,Grocery,Cash,H-E-B #031 01-03-20 AUSTIN TX 75 44 DEBIT CARD PURCHASE-PIN
470,2020-01-06,13.26,Food,Grocery,Cash,H-E-B #031 01-04-20 AUSTIN TX 75 44 DEBIT CARD PURCHASE-PIN
471,2020-01-06,1290.00,Bills,Rent,Cash,CHECK
472,2020-01-07,150.00,Entertainment,Sports,Credit Card,SOCCER SHOTS - AUSTIN    512-420-9450 TX
473,2020-01-07,16.52,Automobile,Uber,Credit Card,UBER   TRIP              HELP.UBER.COMCA
474,2020-01-07,109.54,Food,Grocery,Credit Card,H-E-B #673               ROUND ROCK   TX
475,2020-01-07,10.00,Food,Grocery,Credit Card,H-E-B #673               ROUND ROCK   TX
476,2020-01-07,17.61,Food,Dine out,Credit Card,MCDONALD'S F35038        ROUND ROCK   TX
477,2020-01-08,178.13,Bills,Cable Internet,Credit Card,TWC*TIME WARNER CABLE    888-TWCABLE  TX
478,2020-01-08,99.90,Food,Grocery,Credit Card,INTERNATIONAL FOOD MARKETAUSTIN       TX
479,2020-01-08,394.54,Food,Grocery,Credit Card,COSTCO WHSE#1322         PFLUGERVILLE TX continued on next page...
480,2020-01-08,24.65,Automobile,Gas,Credit Card,COSTCO GAS #1322         PFLUGERVILLE TX
481,2020-01-08,134.42,Food,Delivery,Cash,SNAPKITCHEN.COM 01-07 5124284000 TX xxxx DEBIT CARD PURCHASE
482,2020-01-09,35.93,Shopping,Accessories,Credit Card,CEFCO 0014               TEMPLE       TX
483,2020-01-09,7.32,Shopping,Accessories,Credit Card,CEFCO 0014               TEMPLE       TX
484,2020-01-09,1.61,Shopping,Accessories,Credit Card,CEFCO 0014               TEMPLE       TX
485,2020-01-09,55.19,Food,Grocery,Credit Card,H-E-B #673               ROUND ROCK   TX
486,2020-01-09,7.42,Food,Dine out,Credit Card,CHICK-FIL-A #508         TEMPLE       TX
487,2020-01-09,26.35,Automobile,Gas,Cash,CHEVRON/EDDIE SLACK DBA 01-08-20 AUSTIN TX xxxx DEBIT CARD PURCHASE-PIN
488,2020-01-09,222.65,Automobile,Toll Fee,Cash,RMA TOLL 01-08 833-762-8655 CA 7 544 DEBIT CARD PURCHASE
489,2020-01-09,1.07,Food,Snacks,Cash,CHEVRON/EDDIE SLACK DBA 01-08-20 AUSTIN TX xxxx DEBIT CARD PURCHASE-PIN
490,2020-01-09,1.07,Food,Snacks,Cash,CHEVRON/EDDIE SLACK DBA 01-08-20 AUSTIN TX xxxx DEBIT CARD PURCHASE-PIN
491,2020-01-09,4.56,Food,Snacks,Cash,HYATT REGENCY AUST 01-07 AUSTIN TX xxxx DEBIT CARD PURCHASE
492,2020-01-10,29.90,Shopping,Clothing,Credit Card,FORCHICS ONLINE SHOP     HTTPSEGOSUPPLNY
493,2020-01-10,24.12,Food,Grocery,Credit Card,H-E-B #673               ROUND ROCK   TX
494,2020-01-10,11.34,Food,Dine out,Credit Card,SUBWAY        00553107   TEMPLE       TX
495,2020-01-10,163.81,Shopping,Clothing,Credit Card,ROSS STORES #1196        ROUND ROCK   TX
496,2020-01-10,10.00,Healthcare,Copay,Cash,Shrink 01-09 AUSTIN T X xxxx DEBIT CARD PURCHASE
497,2020-01-10,7.06,Food,Snacks,Cash,CHEVRON/EDDIE SLACK DBA 01-09-20 AUSTIN TX xxxx DEBIT CARD PURCHASE-PIN
498,2020-01-11,17.69,Other,Shipping fees,Credit Card,USPS PO 4878050042       ROUND ROCK   TX
499,2020-01-11,65.98,Shopping,Clothing,Credit Card,ROSS STORES #1196        ROUND ROCK   TX
500,2020-01-12,50.00,Bills,Club Membership,Credit Card,4TE*ISLAMIC ASSOCIATION O901-756-4794 TN
501,2020-01-12,6.90,Shopping,Clothing,Credit Card,WALGREENS #10961         ROUND ROCK   TX
502,2020-01-12,65.52,Food,Dine out,Credit Card,TARBOUCH                 AUSTIN       TX
503,2020-01-12,1.89,Entertainment,DVD Rental,Credit Card,REDBOX *DVD RENTAL       OAKBROOK TER IL
504,2020-01-13,12.52,Food,Grocery,Credit Card,H-E-B #673               ROUND ROCK   TX
505,2020-01-13,37.43,Food,Grocery,Cash,H-E-B #031 01-10-20 AUSTIN TX 75 44 DEBIT CARD PURCHASE-PIN
506,2020-01-13,5.98,Healthcare,Medication,Cash,WALGREENS STORE 11724 RES 01-12- 20 AUSTIN TX xxxx DEBIT CARD PURCHASE-PIN
507,2020-01-14,85.42,Food,Grocery,Credit Card,H-E-B #673               ROUND ROCK   TX
508,2020-01-14,23.77,Shopping,Clothing,Credit Card,ROSS STORES #1196        ROUND ROCK   TX
509,2020-01-14,6.71,Food,Snacks,Cash,SHELL OIL 54206800028    BELTON       TX
510,2020-01-14,35.34,Automobile,Gas,Credit Card,SHELL OIL 54206800028    BELTON       TX
511,2020-01-14,23.17,Healthcare,Medication,Cash,WALGREENS STORE 11724 RES 01-13- 20 AUSTIN TX xxxx DEBIT CARD PURCHASE-PIN
512,2020-01-15,51.94,Shopping,Clothing,Credit Card,TARGET        00019828   GEORGETOWN   TX
513,2020-01-15,22.64,Shopping,Clothing,Credit Card,TJ MAXX #1005            GEORGETOWN   TX
514,2020-01-15,25.82,Food,Dine out,Credit Card,IN N OUT BURGER 289      ROUND ROCK   TX
515,2020-01-15,134.42,Food,Delivery,Cash,SNAPKITCHEN.COM 01-14 HTTPSSNAPK ITC TX xxxx DEBIT CARD RECURRING PYMT
516,2020-01-15,5.99,Healthcare,Medication,Cash,WALGREENS STORE 11724 RES 01-14- 20 AUSTIN TX xxxx DEBIT CARD PURCHASE-PIN
517,2020-01-15,57.64,Bills,Cable Internet,Cash,Payment ATT PAYA  AC H DEBIT
518,2020-01-16,25.52,Automobile,Gas,Credit Card,H-E-B GAS/CARWASH #673   ROUND ROCK   TX
519,2020-01-16,67.19,Food,Grocery,Credit Card,H-E-B #673               ROUND ROCK   TX
520,2020-01-16,38.64,Food,Grocery,Credit Card,H-E-B #673               ROUND ROCK   TX
521,2020-01-16,11.34,Food,Dine out,Credit Card,SUBWAY        00553107   TEMPLE       TX
522,2020-01-16,180.00,Automobile,Maintenance,Credit Card,WILLMSNMUD5122461400     512-2461400  TX
523,2020-01-16,8.93,Automobile,Toll Fee,Cash,RMA TOLL 01-15 833-762-8655 CA 7 544 DEBIT CARD PURCHASE
524,2020-01-17,79.00,Entertainment,Exercise,Credit Card,PURE BARRE ROUND ROCK    ROUND ROCK   TX
525,2020-01-17,18.73,Food,Grocery,Credit Card,RANDALLS #2636           ROUND ROCK   TX
526,2020-01-17,7.25,Food,Grocery,Credit Card,RANDALLS #2636           ROUND ROCK   TX
527,2020-01-17,1.61,Food,Snacks,Cash,CHEVRON/EDDIE SLACK DBA 01-16-20 AUSTIN TX xxxx DEBIT CARD PURCHASE-PIN
528,2020-01-18,37.84,Automobile,Gas,Credit Card,H-E-B GAS/CARWASH #673   ROUND ROCK   TX
529,2020-01-18,7.00,Automobile,Maintenance,Credit Card,JIFFY LUBE 3421          TEMPLE       TX
530,2020-01-18,1.89,Entertainment,DVD Rental,Credit Card,REDBOX *DVD RENTAL       OAKBROOK TER IL
531,2020-01-19,1.79,Shopping,Gifts,Credit Card,WALGREENS #10961         ROUND ROCK   TX
532,2020-01-19,6.90,Shopping,Gifts,Credit Card,WALGREENS #10961         ROUND ROCK   TX
533,2020-01-19,45.00,Food,Dine out,Credit Card,THE HALAL CORNER         AUSTIN       TX
534,2020-01-19,11.34,Shopping,Clothing,Credit Card,NORDSTROM #0733          AUSTIN       TX
535,2020-01-20,33.93,Food,Delivery,Credit Card,HELLOFRESH               646-846-3663 NY
536,2020-01-20,127.75,Shopping,Gifts,Credit Card,AMAZON RETAIL            SEATTLE      WA Britax B-Safe 35 Side Impact P
537,2020-01-21,3.79,Entertainment,DVD Rental,Credit Card,REDBOX *DVD RENTAL       866-733-2693 IL
538,2020-01-21,4.95,Food,Grocery,Credit Card,COSTCO WHSE#1322         PFLUGERVILLE TX
539,2020-01-21,242.97,Food,Grocery,Credit Card,COSTCO WHSE#1322         PFLUGERVILLE TX
540,2020-01-21,18.62,Food,Grocery,Credit Card,COSTCO GAS #1322         PFLUGERVILLE TX
541,2020-01-21,42.89,Food,Grocery,Cash,FIESTA MART #25 01-19-20 AUSTIN TX xxxx DEBIT CARD PURCHASE-PIN
542,2020-01-21,121.00,Food,Grocery,Cash,H-E-B #024 01-19-20 AUSTIN TX 75 44 DEBIT CARD PURCHASE-PIN
543,2020-01-21,10.05,Food,Grocery,Cash,H-E-B #031 01-19-20 AUSTIN TX 75 44 DEBIT CARD PURCHASE-PIN
544,2020-01-22,60.00,Insurance,Home,Credit Card,FIRST AMER HOME BUYER PR 818-7815050  CA
545,2020-01-22,7.46,Shopping,Hobby,Credit Card,MICHAELS STORES 4718     ROUND ROCK   TX
546,2020-01-22,33.69,Food,Grocery,Credit Card,RANDALLS #2636           ROUND ROCK   TX
547,2020-01-22,30.49,Food,Grocery,Credit Card,RANDALLS #2636           ROUND ROCK   TX
548,2020-01-22,134.42,Food,Delivery,Cash,SNAPKITCHEN.COM 01-21 HTTPSSNAPK ITC TX xxxx DEBIT CARD PURCHASE
549,2020-01-22,3.24,Entertainment,Movies,Credit Card,AMAZON DIGITAL           SEATTLE      WA Doctor Who: Resolution
550,2020-01-23,17.00,Personal Care,Brows,Credit Card,SQ *BROWZ AND HENNA 5    Round Rock   TX
551,2020-01-23,21.64,Shopping,Accessories,Credit Card,BEST BUY      00014571   TEMPLE       TX
552,2020-01-23,20.90,Food,Grocery,Credit Card,H-E-B #673               ROUND ROCK   TX
553,2020-01-23,96.31,Shopping,Clothing,Credit Card,TJ MAXX #1005            GEORGETOWN   TX
554,2020-01-23,35.98,Healthcare,Vitamins,Credit Card,VITAMIN SHOPPE #435      GEORGETOWN   TX
555,2020-01-23,3.59,Food,Snacks,Cash,CHEVRON/EDDIE SLACK DBA 01-22-20 AUSTIN TX xxxx DEBIT CARD PURCHASE-PIN
556,2020-01-23,4.29,Food,,Cash,HYATT REGENCY AUST 01-21 AUSTIN TX xxxx DEBIT CARD PURCHASE
557,2020-01-24,10.08,Entertainment,Kid Center,Credit Card,BSWH MCLANE CHILDREN'S S TEMPLE       TX
558,2020-01-24,37.50,Food,Grocery,Cash,H-E-B #031 01-23-20 AUSTIN TX 75 44 DEBIT CARD PURCHASE-PIN
559,2020-01-24,28.13,Entertainment,Movies,Credit Card,AMAZON DIGITAL           SEATTLE      WA Doctor Who
560,2020-01-25,7.33,Shopping,Gifts,Credit Card,CORNER STORE 1338        TEMPLE       TX
561,2020-01-25,39.61,Shopping,Gifts,Credit Card,CORNER STORE 1338        TEMPLE       TX
562,2020-01-26,23.98,Food,Dine out,Credit Card,CHIPOTLE 2363            ROUND ROCK   TX
563,2020-01-26,1.75,Automobile,Parking,Credit Card,COA PARKING METERS       AUSTIN       TX
564,2020-01-27,7.25,Food,Dine out,Credit Card,IN N OUT BURGER 289      ROUND ROCK   TX
565,2020-01-27,34.69,Food,Grocery,Credit Card,AMAZON RETAIL            SEATTLE      WA Thai Kitchen Dairy Free Lite C
566,2020-01-27,21.00,Food,Grocery,Cash,FIESTA MART #64 01-26-20 AUSTIN TX xxxx DEBIT CARD PURCHASE-PIN
567,2020-01-27,54.43,Food,Grocery,Cash,H-E-B #031 01-26-20 AUSTIN TX 75 44 DEBIT CARD PURCHASE-PIN
568,2020-01-27,29.88,Food,Grocery,Cash,H-E-B #031 01-25-20 AUSTIN TX 75 44 DEBIT CARD PURCHASE-PIN
569,2020-01-27,1.61,Food,Snacks,Cash,CHEVRON/EDDIE SLACK DBA 01-24-20 AUSTIN TX xxxx DEBIT CARD PURCHASE-PIN
570,2020-01-28,84.38,Food,Grocery,Credit Card,H-E-B #673               ROUND ROCK   TX
571,2020-01-28,7.33,Shopping,Gifts,Credit Card,CORNER STORE 1338        TEMPLE       TX
572,2020-01-28,24.25,Automobile,Gas,Cash,SHELL SERVICE STATION 01-27-20 A USTIN TX xxxx DEBIT CARD PURCHASE-PIN
573,2020-01-28,242.71,Bills,Electricity,Credit Card,PAYMENT City of Austin T 1071 ACH DEBIT
574,2020-01-29,35.00,Entertainment,Music Lessons,Credit Card,PREMIER MUSIC ACADEMY    ROUND ROCK   TX
575,2020-01-29,132.62,Food,Delivery,Cash,SNAPKITCHEN.COM 01-28 5124284000 TX xxxx DEBIT CARD PURCHASE
576,2020-01-30,35.00,Shopping,Shoes,Credit Card,S&W RR MOB 2ND FLOOR     ROUND ROCK   TX
577,2020-01-30,32.54,Automobile,Car Wash,Credit Card,H-E-B GAS/CARWASH #673   ROUND ROCK   TX
578,2020-01-30,57.02,Food,Grocery,Credit Card,H-E-B #673               ROUND ROCK   TX
579,2020-01-30,1.99,Food,Snacks,Credit Card,CVS/PHARMACY #06690      ROUND ROCK   TX
580,2020-01-30,8.04,Food,Alcohol,Cash,HYATT REGENCY AUST 01-28 AUSTIN TX xxxx DEBIT CARD PURCHASE
581,2020-01-30,6.60,Other,Political donation,Cash,ACTBLUE*Bernie.202 01-29 617-517 7600 MA xxxx DEBIT CARD RECURRING PYMT
582,2020-01-30,6.48,Bills,TV Subscription,Credit Card,AMAZON DIGITAL           SEATTLE      WA PBS Masterpiece
583,2020-01-31,237.00,Vacation,Hotel,Credit Card,MLGW                     901-544-6549 TN
584,2020-01-31,19.21,Food,Grocery,Credit Card,H-E-B #591               ROUND ROCK   TX
585,2020-01-31,12.43,Food,Dine out,Credit Card,MCDONALD'S F27561        ROUND ROCK   TX
586,2020-01-31,7.33,Shopping,Gifts,Credit Card,CORNER STORE 1338        TEMPLE       TX
587,2020-01-31,38.77,Shopping,Gifts,Credit Card,CORNER STORE 1338        TEMPLE       TX
588,2020-01-31,14.32,Entertainment,Kid Center,Credit Card,BSWH MCLANE CHILDREN'S S TEMPLE       TX
589,2020-01-31,99.00,Healthcare,Copay,Cash,Shrink 01-30 AUSTIN T X xxxx DEBIT CARD PURCHASE
590,2020-02-01,412.08,Shopping,Clothing,Credit Card,S&W ROUND ROCK HOSP ADMI ROUND ROCK   TX
591,2020-02-01,135.00,Entertainment,Music Lessons,Credit Card,PREMIER MUSIC ACADEMY    ROUND ROCK   TX
592,2020-02-02,196.84,Insurance,Car,Credit Card,STATE FARM INSURANCE     800-956-6310 IL
593,2020-02-02,21.89,Healthcare,Medication,Credit Card,WALGREENS #10961         ROUND ROCK   TX
594,2020-02-02,9.00,Automobile,Car Wash,Credit Card,H-E-B CAR WASH #673      ROUND ROCK   TX
595,2020-02-02,32.48,Shopping,D残or,Credit Card,LIVING SPACES PFLUGERVILLPFLUGERVILLE TX
596,2020-02-02,1.89,Entertainment,DVD Rental,Credit Card,REDBOX *DVD RENTAL       OAKBROOK TER IL
597,2020-02-03,17.00,Personal Care,Hair cut,Credit Card,SUPERCUTS TX 80183       ROUND ROCK   TX
598,2020-02-03,21.02,Automobile,Gas,Credit Card,H-E-B GAS/CARWASH #673   ROUND ROCK   TX
599,2020-02-03,45.07,Food,Grocery,Credit Card,H-E-B #673               ROUND ROCK   TX
600,2020-02-03,39.44,Food,Dine out,Credit Card,TARKA INDIAN KITCHEN - ROROUND ROCK   TX
601,2020-02-03,16.35,Food,Dine out,Cash,POKE BAY 02-01 AUSTIN TX xxxx DE BIT CARD PURCHASE
602,2020-02-03,140.00,Shopping,Gifts,Cash,AUSTIN-MOPAC AUSTIN TX 02-02-20 xxxx BB&T 24 CASH WITHDRAWAL
603,2020-02-03,54.30,Food,Grocery,Cash,H-E-B #031 02-02-20 AUSTIN TX 75 44 DEBIT CARD PURCHASE-PIN
604,2020-02-03,3.79,Food,Alcohol,Cash,HYATT REGENCY AUST 01-30 AUSTIN TX xxxx DEBIT CARD PURCHASE
605,2020-02-03,17.31,Bills,TV Subscription,Cash,NETFLIX.COM 02-02 NETFLIX.COM CA xxxx DEBIT CARD RECURRING PYMT
606,2020-02-03,49.99,Bills,Cable Internet,Cash,SPECTRUM 01-31 855-707-7328 TX 7 544 DEBIT CARD PURCHASE
607,2020-02-04,3.79,Entertainment,DVD Rental,Credit Card,REDBOX *DVD RENTAL       866-733-2693 IL
608,2020-02-04,23.67,Shopping,Hobby,Credit Card,JOANN STORES #2155       ROUND ROCK   TX
609,2020-02-04,5.41,Shopping,Toys,Credit Card,FIVE BELOW 1161          ROUND ROCK   TX
610,2020-02-04,1.75,Automobile,Maintenance,Cash,AUTO AIR & VACUUM 02-03 PLAINVIE W NY xxxx DEBIT CARD PURCHASE
611,2020-02-04,1290.00,Bills,Rent,Cash,CHECK
612,2020-02-05,4.93,Food,Snacks,Credit Card,SQ *TIGER JUNG CANDY SHOPRound Rock   TX
613,2020-02-05,6.16,Food,Grocery,Credit Card,INDO PAK                 ROUND ROCK   TX
614,2020-02-05,153.55,Food,Grocery,Credit Card,COSTCO WHSE#1322         PFLUGERVILLE TX
615,2020-02-05,23.20,Automobile,Gas,Credit Card,COSTCO GAS #1322         PFLUGERVILLE TX
616,2020-02-05,20.13,Food,Grocery,Credit Card,H-E-B #673               ROUND ROCK   TX
617,2020-02-05,6.90,Food,Snacks,Credit Card,WALGREENS #6158          TEMPLE       TX
618,2020-02-05,37.87,Food,Grocery,Credit Card,RANDALLS #2636           ROUND ROCK   TX
619,2020-02-05,130.82,Food,Delivery,Cash,SNAPKITCHEN.COM 02-04 HTTPSSNAPK ITC TX xxxx DEBIT CARD PURCHASE
620,2020-02-06,10.96,Entertainment,Itunes,Cash,APL*ITUNES.COM/BILL      866-712-7753 CA
